name,serial,link,title,title score,firstName,name score,location,location score,length score,combo score,total score
Magus Wazir of the Valley,5737,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5737,Magus,0.37,Wazir,1.50,Valley,0.30,0.48,0.37,3.03
Magus Wazir of the Mount,6287,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6287,Magus,0.37,Wazir,1.50,Mount,0.30,0.48,0.37,3.03
Arch-Magician Silas of the Quantum Downs,6832,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6832,Arch-Magician,0.66,Silas,0.50,Quantum Downs,1.01,0.48,0.37,3.03
Archmagus Aden of Elysium,9389,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9389,Archmagus,0.16,Aden,1.11,Elysium,0.91,0.48,0.37,3.03
Alchemist Sabina of the Ether,1721,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1721,Alchemist,0.38,Sabina,1.24,Ether,0.55,0.48,0.37,3.03
Hedge Wizard Eliphas of the Heath,8834,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8834,Hedge Wizard,0.47,Eliphas,1.24,Heath,0.46,0.48,0.37,3.03
Mystic Gunthor of the Hills,7541,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7541,Mystic,1.15,Gunthor,0.66,Hills,0.36,0.48,0.37,3.03
Sage Cybele of the Lake,5949,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5949,Sage,0.66,Cybele,0.75,Lake,0.76,0.48,0.37,3.03
Ghost Eater Basil of the Hall,4587,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4587,Ghost Eater,1.50,Basil,0.36,Hall,0.31,0.48,0.37,3.03
Enchanter Ambrosia of the Marsh,2923,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2923,Enchanter,0.35,Ambrosia,1.50,Marsh,0.31,0.48,0.37,3.03
Runecaster Sondra of the Mount,1161,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1161,Runecaster,1.44,Sondra,0.43,Mount,0.30,0.48,0.37,3.03
Shaman Zelda of the Hollow,724,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/724,Shaman,0.57,Zelda,1.17,Hollow,0.42,0.48,0.37,3.03
Shaman Ifran of the Realm,7086,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7086,Shaman,0.57,Ifran,0.92,Realm,0.68,0.48,0.37,3.03
Charmer Circe of the Heath,912,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/912,Charmer,1.20,Circe,0.50,Heath,0.46,0.48,0.37,3.03
Magus Zafar of the Keep,3680,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3680,Magus,0.37,Zafar,1.50,Keep,0.30,0.48,0.37,3.02
Mystic Celeste of the Wold,4160,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4160,Mystic,1.15,Celeste,0.46,Wold,0.55,0.48,0.37,3.02
Enchanter Argus of the Platonic Shadow,6931,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6931,Enchanter,0.35,Argus,0.66,Platonic Shadow,1.15,0.48,0.37,3.02
Witch Lilith of the Marsh,1214,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1214,Witch,0.61,Lilith,1.24,Marsh,0.31,0.48,0.37,3.02
Witch Lilith of the Marsh,6820,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6820,Witch,0.61,Lilith,1.24,Marsh,0.31,0.48,0.37,3.02
Witch Drusilla of the Riviera,4434,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4434,Witch,0.61,Drusilla,0.88,Riviera,0.67,0.48,0.37,3.02
Cleric Cromwell of the Steppe,1856,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1856,Cleric,1.56,Cromwell,0.27,Steppe,0.33,0.48,0.37,3.02
Charmer Layla of the Valley,5389,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5389,Charmer,1.20,Layla,0.66,Valley,0.30,0.48,0.37,3.02
Enchanter Konoha of the Wood,982,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/982,Enchanter,0.35,Konoha,1.62,Wood,0.19,0.48,0.37,3.02
Arcanist Udor of the Fey,4821,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4821,Arcanist,0.69,Udor,0.33,Fey,1.14,0.48,0.37,3.02
Archmagus Jasper of the Rock,3092,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3092,Archmagus,0.16,Jasper,1.17,Rock,0.84,0.48,0.37,3.02
Sage Otto of the Moors,2885,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2885,Sage,0.66,Otto,1.05,Moors,0.45,0.48,0.37,3.02
Illusionist Galatea of the Keep,7941,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7941,Illusionist,1.19,Galatea,0.68,Keep,0.30,0.48,0.37,3.02
Mystic Ozohr of the Capital,5455,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5455,Mystic,1.15,Ozohr,0.37,Capital,0.64,0.48,0.37,3.02
Geomancer Hothor of the Plains,7694,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7694,Geomancer,1.31,Hothor,0.48,Plains,0.38,0.48,0.37,3.02
Archmagus Lux of the Bibliotheca,2383,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2383,Archmagus,0.16,Lux,0.49,Bibliotheca,1.51,0.48,0.37,3.02
Adept Ratko of Dreams,2067,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2067,Adept,0.84,Ratko,0.49,Dreams,0.83,0.48,0.37,3.02
Thaumaturge Alessar of the Desert,8528,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8528,Thaumaturge,1.60,Alessar,0.23,Desert,0.32,0.48,0.37,3.02
Sage Pumlo of the Court,651,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/651,Sage,0.66,Pumlo,0.54,Court,0.96,0.48,0.37,3.02
Shadow Mage Soya of the Cosmos,1760,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1760,Shadow Mage,1.54,Soya,0.23,Cosmos,0.39,0.48,0.37,3.02
Magus Eronin of the Ether,9735,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9735,Magus,0.37,Eronin,1.24,Ether,0.55,0.48,0.37,3.01
Sage Corvin of the Desert,9358,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9358,Sage,0.66,Corvin,1.17,Desert,0.32,0.48,0.37,3.01
Magus Faiz of the Quantum Downs,3702,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3702,Magus,0.37,Faiz,0.78,Quantum Downs,1.01,0.48,0.37,3.01
Illusionist Layla of the Hall,3520,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3520,Illusionist,1.19,Layla,0.66,Hall,0.31,0.48,0.37,3.01
Pyromancer Jeldor of the Dunes,6919,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6919,Pyromancer,1.02,Jeldor,0.38,Dunes,0.76,0.48,0.37,3.01
Hedge Wizard Eliphas of the Moors,7262,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7262,Hedge Wizard,0.47,Eliphas,1.24,Moors,0.45,0.48,0.37,3.01
Artificer Nikolas of the Light,9671,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9671,Artificer,0.58,Nikolas,0.57,Light,1.01,0.48,0.37,3.01
Pyromancer Isaac of the Astral Plane,8551,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8551,Pyromancer,1.02,Isaac,0.39,Astral Plane,0.75,0.48,0.37,3.01
Witch Sabina of the Valley,8207,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8207,Witch,0.61,Sabina,1.24,Valley,0.30,0.48,0.37,3.01
Witch Lilith of the Valley,8404,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8404,Witch,0.61,Lilith,1.24,Valley,0.30,0.48,0.37,3.01
Witch Elena of the Valley,9318,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9318,Witch,0.61,Elena,1.24,Valley,0.30,0.48,0.37,3.01
Illusionist Tundror of the Road,9765,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9765,Illusionist,1.19,Tundror,0.45,Road,0.52,0.48,0.37,3.01
Charmer Cassiopeia of the Hall,5816,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5816,Charmer,1.20,Cassiopeia,0.64,Hall,0.31,0.48,0.37,3.01
Conjurer Rita of the Brambles,416,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/416,Conjurer,1.49,Rita,0.26,Brambles,0.40,0.48,0.37,3.01
Artificer Bathsheba of the Psychic Leap,6116,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6116,Artificer,0.58,Bathsheba,0.46,Psychic Leap,1.12,0.48,0.37,3.01
Archmagus Fark of the Realm,3260,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3260,Archmagus,0.16,Fark,1.32,Realm,0.68,0.48,0.37,3.01
Adept Bayard of the River,1558,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1558,Adept,0.84,Bayard,0.66,River,0.65,0.48,0.37,3.01
Druid Nixie of the Moors,5606,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5606,Druid,0.54,Nixie,1.17,Moors,0.45,0.48,0.37,3.01
Adept Nazim of the Villa,3176,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3176,Adept,0.84,Nazim,0.78,Villa,0.53,0.48,0.37,3.01
Sage Godfrey of the Sacred Pillars,9967,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9967,Sage,0.66,Godfrey,0.92,Sacred Pillars,0.57,0.48,0.37,3.01
Druid Horace of the Plains,1926,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1926,Druid,0.54,Horace,1.24,Plains,0.38,0.48,0.37,3.01
Charmer Artis of the Field,4107,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4107,Charmer,1.20,Artis,0.38,Field,0.56,0.48,0.37,3.01
Druid Hothor of the Fey,7642,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7642,Druid,0.54,Hothor,0.48,Fey,1.14,0.48,0.37,3.01
Enchanter Mina of the Belfry,7594,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7594,Enchanter,0.35,Mina,0.73,Belfry,1.07,0.48,0.37,3.01
Runecaster Hagar of the Grotto,5812,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5812,Runecaster,1.44,Hagar,0.31,Grotto,0.39,0.48,0.37,3.00
Druid Pezo of the Keep,3542,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3542,Druid,0.54,Pezo,1.32,Keep,0.30,0.48,0.37,3.00
Druid Duzzle of the Keep,5528,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5528,Druid,0.54,Duzzle,1.32,Keep,0.30,0.48,0.37,3.00
Enchanter Ali of the Rock,6320,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6320,Enchanter,0.35,Ali,0.96,Rock,0.84,0.48,0.37,3.00
Arcanist Kazem of the Sun,9900,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9900,Arcanist,0.69,Kazem,0.92,Sun,0.54,0.48,0.37,3.00
Enchanter Angus from the Shadow,435,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/435,Enchanter,0.35,Angus,0.21,Shadow,1.58,0.48,0.37,3.00
Arch-Magician Thor of the Dunes,6494,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6494,Arch-Magician,0.66,Thor,0.73,Dunes,0.76,0.48,0.37,3.00
Alchemist Pezo of the Moors,1048,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1048,Alchemist,0.38,Pezo,1.32,Moors,0.45,0.48,0.37,3.00
Adept Asphodel of the Forest,2197,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2197,Adept,0.84,Asphodel,0.66,Forest,0.64,0.48,0.37,3.00
Charmer Pandora of the Wood,1937,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1937,Charmer,1.20,Pandora,0.75,Wood,0.19,0.48,0.37,3.00
Witch Liliana of the Hills,9717,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9717,Witch,0.61,Liliana,1.17,Hills,0.36,0.48,0.37,3.00
Alchemist Properpine of the Tower,2815,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2815,Alchemist,0.38,Properpine,1.40,Tower,0.36,0.48,0.37,3.00
Geomancer Cromwell of the Field,7778,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7778,Geomancer,1.31,Cromwell,0.27,Field,0.56,0.48,0.37,3.00
Witch Gwendolin of the Tower,4280,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4280,Witch,0.61,Gwendolin,1.17,Tower,0.36,0.48,0.37,3.00
Alchemist Kalo of the River,5320,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5320,Alchemist,0.38,Kalo,1.11,River,0.65,0.48,0.37,3.00
Geomancer Wolfram of the Steppe,2570,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2570,Geomancer,1.31,Wolfram,0.50,Steppe,0.33,0.48,0.37,3.00
Shaman Eric of the Event Horizon,7908,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7908,Shaman,0.57,Eric,0.58,Event Horizon,0.98,0.48,0.37,3.00
Enchanter Drusilla of Elysium,7606,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7606,Enchanter,0.35,Drusilla,0.88,Elysium,0.91,0.48,0.37,3.00
Sage Althea of the Road,3723,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3723,Sage,0.66,Althea,0.96,Road,0.52,0.48,0.37,3.00
Arch-Magician Ali of the Road,3976,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3976,Arch-Magician,0.66,Ali,0.96,Road,0.52,0.48,0.37,3.00
Charmer Arabella of the Grotto,969,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/969,Charmer,1.20,Arabella,0.54,Grotto,0.39,0.48,0.37,3.00
Charmer Larissa of the Grotto,5096,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5096,Charmer,1.20,Larissa,0.54,Grotto,0.39,0.48,0.37,3.00
Battle Mage Goliath of the Morning Star,4933,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4933,Battle Mage,0.30,Goliath,0.47,Morning Star,1.37,0.48,0.37,2.99
Shadow Mage Rowena of the Wood,9210,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9210,Shadow Mage,1.54,Rowena,0.40,Wood,0.19,0.48,0.37,2.99
Druid Shivra of the Temple,7064,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7064,Druid,0.54,Shivra,0.62,Temple,0.98,0.48,0.37,2.99
Necromancer Rowena of the Grotto,6147,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6147,Necromancer,1.34,Rowena,0.40,Grotto,0.39,0.48,0.37,2.99
Archmagus Oxnard of the Hills,1834,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1834,Archmagus,0.16,Oxnard,1.62,Hills,0.36,0.48,0.37,2.99
Battle Mage Darick of the Atheneum,4892,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4892,Battle Mage,0.30,Darick,1.00,Atheneum,0.84,0.48,0.37,2.99
Alchemist Velorina of the Forest,5442,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5442,Alchemist,0.38,Velorina,1.11,Forest,0.64,0.48,0.37,2.99
Sorcerer Uvlius of the Garden,7517,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7517,Sorcerer,0.30,Uvlius,0.32,Garden,1.51,0.48,0.37,2.99
Shaman Malthus of the Canyon,419,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/419,Shaman,0.57,Malthus,0.84,Canyon,0.72,0.48,0.37,2.99
Charmer Faye of the Hall,7979,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7979,Charmer,1.20,Faye,0.62,Hall,0.31,0.48,0.37,2.99
Illusionist Silas of the Moors,6313,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6313,Illusionist,1.19,Silas,0.50,Moors,0.45,0.48,0.37,2.99
Illusionist Solomon of the Capital,4923,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4923,Illusionist,1.19,Solomon,0.31,Capital,0.64,0.48,0.37,2.99
Illusionist Artis of the Field,1537,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1537,Illusionist,1.19,Artis,0.38,Field,0.56,0.48,0.37,2.99
Archmagus Gellert of the Tower,8692,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8692,Archmagus,0.16,Gellert,1.62,Tower,0.36,0.48,0.37,2.99
Shaman Asmodeus of the Gnostics,6228,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6228,Shaman,0.57,Asmodeus,0.92,Gnostics,0.64,0.48,0.37,2.99
Alchemist Alessar of the Bibliotheca,8480,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8480,Alchemist,0.38,Alessar,0.23,Bibliotheca,1.51,0.48,0.37,2.99
Geomancer Alizam of the Desert,8436,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8436,Geomancer,1.31,Alizam,0.50,Desert,0.32,0.48,0.37,2.99
Pyromancer Aleister of the Light,5371,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5371,Pyromancer,1.02,Aleister,0.11,Light,1.01,0.48,0.37,2.99
Witch Ivy of the Havens,2187,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2187,Witch,0.61,Ivy,1.05,Havens,0.46,0.48,0.37,2.99
Alchemist Ramiz of the Bastion,258,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/258,Alchemist,0.38,Ramiz,1.17,Bastion,0.58,0.48,0.37,2.99
Druid Quddus of the Hollow,9475,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9475,Druid,0.54,Quddus,1.17,Hollow,0.42,0.48,0.37,2.99
Magus Faiz of the Event Horizon,6370,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6370,Magus,0.37,Faiz,0.78,Event Horizon,0.98,0.48,0.37,2.99
Shaman Liliana of the Cosmos,1647,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1647,Shaman,0.57,Liliana,1.17,Cosmos,0.39,0.48,0.37,2.99
Archmagus Eronin of El Dorado,4428,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4428,Archmagus,0.16,Eronin,1.24,El Dorado,0.73,0.48,0.37,2.99
Arcanist Ethan of El Dorado,9710,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9710,Arcanist,0.69,Ethan,0.70,El Dorado,0.73,0.48,0.37,2.99
Archmagus Davos of the Garden,7476,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7476,Archmagus,0.16,Davos,0.46,Garden,1.51,0.48,0.37,2.99
Enchanter Cassiopeia of the Fey,8081,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8081,Enchanter,0.35,Cassiopeia,0.64,Fey,1.14,0.48,0.37,2.98
Magus Argus in the Shadows,5970,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5970,Magus,0.37,Argus,0.66,Shadows,1.10,0.48,0.37,2.98
Sorcerer Hashim of the Desert,2719,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2719,Sorcerer,0.30,Hashim,1.50,Desert,0.32,0.48,0.37,2.98
Sorcerer Hashim of the Desert,6731,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6731,Sorcerer,0.30,Hashim,1.50,Desert,0.32,0.48,0.37,2.98
Sorcerer Jaffer of the Desert,6799,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6799,Sorcerer,0.30,Jaffer,1.50,Desert,0.32,0.48,0.37,2.98
Archmagus Isaac from the Shadow,8248,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8248,Archmagus,0.16,Isaac,0.39,Shadow,1.58,0.48,0.37,2.98
Battle Mage Angus of the Carnival,1186,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1186,Battle Mage,0.30,Angus,0.21,Carnival,1.61,0.48,0.37,2.98
Mystic Blaise of the Brambles,2680,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2680,Mystic,1.15,Blaise,0.57,Brambles,0.40,0.48,0.37,2.98
Magus Hagatha of the River,4447,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4447,Magus,0.37,Hagatha,1.11,River,0.65,0.48,0.37,2.98
Archmagus Aleister of the Quantum Shadow,2458,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2458,Archmagus,0.16,Aleister,0.11,Quantum Shadow,1.86,0.48,0.37,2.98
Enchanter Daphne of the Sands,3280,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3280,Enchanter,0.35,Daphne,0.70,Sands,1.07,0.48,0.37,2.98
Arch-Magician Ixar of the Ice,2843,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2843,Arch-Magician,0.66,Ixar,0.27,Ice,1.19,0.48,0.37,2.98
Archmagus Crobas of the Heath,5878,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5878,Archmagus,0.16,Crobas,1.50,Heath,0.46,0.48,0.37,2.98
Shaman Talon of the Riviera,8545,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8545,Shaman,0.57,Talon,0.88,Riviera,0.67,0.48,0.37,2.98
Druid Cybele of the Rock,6896,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6896,Druid,0.54,Cybele,0.75,Rock,0.84,0.48,0.37,2.98
Alchemist Ali of the Oasis,6978,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6978,Alchemist,0.38,Ali,0.96,Oasis,0.78,0.48,0.37,2.98
Charmer Thana of the Steppe,3800,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3800,Charmer,1.20,Thana,0.58,Steppe,0.33,0.48,0.37,2.98
Sage Ulysse of Xanadu,4649,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4649,Sage,0.66,Ulysse,0.49,Xanadu,0.97,0.48,0.37,2.98
Hedge Wizard Pezo of the Steppe,2451,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2451,Hedge Wizard,0.47,Pezo,1.32,Steppe,0.33,0.48,0.37,2.98
Battle Mage Baird of the Sea,3238,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3238,Battle Mage,0.30,Baird,0.50,Sea,1.32,0.48,0.37,2.98
Archmagus Armstrong of the Platonic Shadow,445,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/445,Archmagus,0.16,Armstrong,0.81,Platonic Shadow,1.15,0.48,0.37,2.98
Mystic Casper of the Wild,8475,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8475,Mystic,1.15,Casper,0.37,Wild,0.60,0.48,0.37,2.98
Magus Dutorn of the Atheneum,4727,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4727,Magus,0.37,Dutorn,0.92,Atheneum,0.84,0.48,0.37,2.98
Magus Ifran of the Atheneum,8098,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8098,Magus,0.37,Ifran,0.92,Atheneum,0.84,0.48,0.37,2.98
Conjurer Udor of the Keep,1358,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1358,Conjurer,1.49,Udor,0.33,Keep,0.30,0.48,0.37,2.98
Archmagus Tundror of the Garden,6990,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6990,Archmagus,0.16,Tundror,0.45,Garden,1.51,0.48,0.37,2.98
Witch Liliana of the Steppe,5742,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5742,Witch,0.61,Liliana,1.17,Steppe,0.33,0.48,0.37,2.98
Witch Zelda of the Steppe,7069,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7069,Witch,0.61,Zelda,1.17,Steppe,0.33,0.48,0.37,2.98
